epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,5082.31,0.9494,0.46642,0.94991,0.88755,0.78719,0.8471,0.60456,0.98463,0.47936,0.97742,0.000594321,0.000594321,0.000594321
61,5158.74,0.9734,0.47791,0.95369,0.88206,0.79474,0.8508,0.59384,1.00332,0.482,0.98717,0.000580174,0.000580174,0.000580174
62,5236.57,0.99038,0.49299,0.9624,0.8827,0.80055,0.84848,0.58488,0.99081,0.48351,0.98195,0.000566027,0.000566027,0.000566027
63,5312.23,0.97323,0.47873,0.96129,0.89023,0.80003,0.85037,0.59656,0.99435,0.48751,0.98109,0.00055188,0.00055188,0.00055188
64,5386.37,0.99014,0.48072,0.95631,0.88214,0.80758,0.85324,0.60365,0.99559,0.48755,0.98073,0.000537733,0.000537733,0.000537733
65,5461.05,0.96804,0.47213,0.94652,0.90205,0.79167,0.85457,0.59984,0.97961,0.47356,0.97698,0.000523586,0.000523586,0.000523586
66,5533.5,0.95881,0.4772,0.95689,0.90625,0.80289,0.8578,0.60296,0.98482,0.47152,0.9826,0.000509438,0.000509438,0.000509438
67,5606.8,0.95206,0.46259,0.9415,0.89712,0.80405,0.85216,0.59743,0.98066,0.47331,0.97893,0.000495291,0.000495291,0.000495291
68,5681.4,0.96426,0.47086,0.9568,0.90418,0.79994,0.85419,0.60094,0.98046,0.475,0.97452,0.000481144,0.000481144,0.000481144
69,5756.31,0.96526,0.46727,0.94877,0.9106,0.78681,0.85283,0.60127,0.97483,0.4724,0.97043,0.000466997,0.000466997,0.000466997
70,5830.18,0.97799,0.47421,0.95617,0.89845,0.79153,0.85132,0.60498,0.97933,0.47722,0.97287,0.00045285,0.00045285,0.00045285
71,5904.56,0.97511,0.46761,0.95143,0.90256,0.7881,0.85263,0.60199,0.97414,0.48063,0.97394,0.000438703,0.000438703,0.000438703
72,5979.79,0.97976,0.46512,0.9503,0.89764,0.79378,0.85231,0.59387,0.97655,0.47844,0.9741,0.000424556,0.000424556,0.000424556
73,6054.86,0.9578,0.46386,0.94579,0.87844,0.80522,0.8501,0.5966,0.97286,0.47684,0.97422,0.000410409,0.000410409,0.000410409
74,6127.09,0.94966,0.46695,0.94545,0.92052,0.78087,0.85214,0.5951,0.98382,0.47047,0.97443,0.000396262,0.000396262,0.000396262
75,6198.5,0.94726,0.46454,0.94572,0.90085,0.79096,0.85594,0.5987,0.9718,0.46396,0.97355,0.000382115,0.000382115,0.000382115
76,6272.21,0.97817,0.46388,0.95789,0.88648,0.79555,0.85156,0.59805,0.97385,0.46447,0.97422,0.000367967,0.000367967,0.000367967
77,6347.45,0.9299,0.45933,0.93927,0.88673,0.7864,0.84647,0.59597,0.97606,0.46471,0.97506,0.00035382,0.00035382,0.00035382
78,6420.04,0.95682,0.45885,0.94851,0.89682,0.78205,0.84097,0.59369,0.97141,0.47389,0.97645,0.000339673,0.000339673,0.000339673
79,6492.39,0.94158,0.45792,0.93832,0.89769,0.79175,0.84833,0.60319,0.9716,0.46874,0.97291,0.000325526,0.000325526,0.000325526
80,6568.53,0.93333,0.45512,0.93509,0.90244,0.78376,0.84632,0.60895,0.97481,0.46656,0.97233,0.000311379,0.000311379,0.000311379
81,6642.7,0.97807,0.46491,0.95113,0.90909,0.77869,0.84663,0.60296,0.97495,0.46776,0.97467,0.000297232,0.000297232,0.000297232
82,6716.72,0.95438,0.45774,0.93896,0.89629,0.78729,0.84258,0.60011,0.97602,0.4668,0.9746,0.000283085,0.000283085,0.000283085
83,6790.7,0.95022,0.46762,0.95105,0.88837,0.7909,0.84069,0.60048,0.97129,0.46698,0.97317,0.000268938,0.000268938,0.000268938
84,6864.68,0.97343,0.46507,0.95485,0.89201,0.79742,0.84577,0.60754,0.97374,0.46499,0.97384,0.000254791,0.000254791,0.000254791
85,6938.68,0.94629,0.45417,0.93872,0.88975,0.79612,0.84917,0.61281,0.97114,0.46336,0.97137,0.000240644,0.000240644,0.000240644
86,7012.25,0.95022,0.46195,0.95348,0.89323,0.8002,0.85055,0.61029,0.98207,0.46751,0.97078,0.000226497,0.000226497,0.000226497
87,7086.29,0.94917,0.45219,0.94627,0.90414,0.79886,0.85122,0.60956,0.97804,0.46689,0.97174,0.000212349,0.000212349,0.000212349
88,7159.84,0.93975,0.45159,0.94049,0.89686,0.8038,0.85124,0.60442,0.98161,0.46355,0.97632,0.000198202,0.000198202,0.000198202
89,7232.94,0.95516,0.45314,0.94757,0.90512,0.79988,0.85569,0.60504,0.97704,0.46257,0.97373,0.000184055,0.000184055,0.000184055
90,7306.03,0.92649,0.45258,0.93799,0.89758,0.79314,0.85342,0.60486,0.9754,0.4636,0.97153,0.000169908,0.000169908,0.000169908
91,7372.12,0.96464,0.52895,0.95004,0.88721,0.79743,0.85265,0.61287,0.97911,0.46655,0.97276,0.000155761,0.000155761,0.000155761
92,7438.88,0.95622,0.49472,0.94389,0.89649,0.77888,0.83819,0.60912,0.98044,0.47805,0.97269,0.000141614,0.000141614,0.000141614
93,7506.91,0.95752,0.47927,0.9401,0.87666,0.78217,0.82774,0.60353,0.9785,0.48144,0.9703,0.000127467,0.000127467,0.000127467
94,7573.31,0.95039,0.46757,0.94552,0.90436,0.76959,0.82804,0.60215,0.98119,0.47956,0.9713,0.00011332,0.00011332,0.00011332
95,7639.24,0.96014,0.46891,0.95174,0.9141,0.76784,0.82982,0.59816,0.98371,0.47783,0.97393,9.91726e-05,9.91726e-05,9.91726e-05
96,7705.61,0.94364,0.4545,0.94122,0.87188,0.77936,0.82894,0.59602,0.9906,0.48088,0.97578,8.50255e-05,8.50255e-05,8.50255e-05
97,7772.77,0.93577,0.45337,0.93686,0.88755,0.77563,0.82944,0.59621,0.99024,0.48133,0.97543,7.08784e-05,7.08784e-05,7.08784e-05
98,7838.73,0.94151,0.4486,0.94366,0.88065,0.77853,0.82999,0.60103,0.9871,0.47956,0.97415,5.67313e-05,5.67313e-05,5.67313e-05
99,7904.97,0.92822,0.44416,0.93837,0.87786,0.78026,0.8312,0.60182,0.98633,0.47755,0.97351,4.25842e-05,4.25842e-05,4.25842e-05
100,7971.13,0.93957,0.44702,0.93231,0.88159,0.78425,0.83293,0.60211,0.98523,0.47556,0.97318,2.84371e-05,2.84371e-05,2.84371e-05
